Data Terms of Use,https://www.edf.org/airqualitymaps/download-oakland-air-pollution-data ,,,
Longitude,Latitude,NO Value,NO2 Value,BC Value
-122.185678,37.73531933,3.875000014,9.121948233,0.395293074
-122.1856659,37.73708473,3.791666658,8.681500435,0.382378607
-122.1856632,37.75298419,2.446969738,10.20251956,0.569301797
-122.1856598,37.73353842,34.50000007,15.1420002,0.504977586
-122.1856464,37.73201519,4.843750115,9.318733148,0.405023849
-122.1856442,37.73387108,7.735119149,11.39949989,0.23145879
-122.1856316,37.75526595,3.800000111,7.497952632,0.399781035
-122.1856273,37.73356201,25.14583388,15.1420002,0.476835951
-122.1856257,37.74925584,9.840038344,10.83432005,0.321378624
-122.1856256,37.75387568,2.857142993,5.811193179,0.252555589
-122.1856195,37.7293059,14.1458334,14.18624997,0.735288212
-122.1856035,37.75676734,3.666666683,7.893686598,0.353401425
-122.1855939,37.73933095,2.596153734,7.096140648,0.417710808
-122.1855938,37.73954035,2.327533611,6.162799931,0.364339232
-122.1855786,37.72925779,12.27777777,15.68124962,0.541353378
-122.1855775,37.75848322,14.18181831,11.69309913,0.49606343
-122.1855748,37.73374358,31.81818209,15.69406128,0.715038306
-122.1855703,37.75038513,2.202164505,7.030381951,0.139940414
-122.1855697,37.756224,0.333333349,7.223760456,0.125367109
-122.1855685,37.73069471,7.236842178,11.28899956,0.479531302
-122.185562,37.74095007,3.510989132,8.589478227,0.289397436
-122.1855616,37.75759791,3.348484858,7.598291665,0.36204876
-122.1855522,37.74048797,2.812500097,6.238476448,0.413383496
-122.1855521,37.73259761,3.85714301,7.599744699,0.433804111
-122.1855457,37.73567502,2.22222225,5.799406186,0.406938797
-122.1855427,37.74914973,9.109375031,12.08034694,0.434559986
-122.1855426,37.73314094,5.603070251,9.325500011,0.542861091
-122.1855404,37.74404989,7.625000319,11.73778739,0.703321844
-122.1855281,37.75421123,2.716022232,7.54700009,0.395706379
-122.1855068,37.73829217,3.571428533,6.063688207,0.354130664
-122.1854988,37.75111695,5.05555556,12.0118918,0.483852959
-122.1854878,37.73472541,1.407066091,8.474499903,0.14383729
-122.1854797,37.73703577,4.000000074,8.181499958,0.333226733
-122.185463,37.75931471,4.753846227,8.233139589,0.085490164
-122.1854488,37.73146559,4.736842146,9.788897225,0.555385266
-122.1854462,37.73009811,5.633333382,9.416187193,0.495866112
-122.1854306,37.73640783,2.493103534,4.856324983,0.197873837
-122.185426,37.75841083,11.16279079,11.60601666,0.404851728
-122.1854206,37.76027392,18.20000056,14.50299391,0.429248828
-122.1854176,37.73549353,4.000000035,6.393224555,0.440900577
-122.185414,37.73726667,3.475000092,8.596629493,0.27488276
-122.1854124,37.75366479,2.57142866,5.765531522,0.238669744
-122.1854071,37.73335584,9.005694986,9.152000427,0.390462164
-122.1854049,37.75235136,4.105263273,6.174826897,0.177131629
-122.1854011,37.73371417,26.39393932,14.66650009,0.776095718
-122.1853888,37.74944392,6.607352865,9.867353235,0.305862821
-122.185388,37.72903374,14.92045479,15.70599995,0.764665347
-122.1853802,37.73404181,6.318452461,10.87597494,0.453123925
-122.1853709,37.75312298,3.000000026,9.515868724,0.372810736
-122.1853674,37.75543651,3.428571547,7.360527727,0.244508649
-122.1853643,37.73934067,2.313186867,5.912322505,0.371250488
-122.1853595,37.74892182,6.941964436,12.23802792,0.529356219
-122.1853452,37.7395156,2.340659422,7.483490112,0.348253732
-122.1853402,37.74074498,3.999999957,8.937999725,0.344825208
-122.1853393,37.72945942,6.702381084,10.3677483,0.480107456
-122.1853392,37.75693778,4.541866021,7.713484296,0.236950485
-122.1853202,37.7354727,2.311111159,6.210516747,0.38258241
-122.185317,37.73392017,26.63888924,14.18799973,0.722326076
-122.1853097,37.73197532,5.027777829,9.549833318,0.317509441
-122.1853065,37.74385342,8.333333147,11.70086833,0.620121817
-122.1853056,37.75639473,2.196969761,7.083333333,0.297246809
-122.1853027,37.74067189,4.338095378,6.514710028,0.24850678
-122.185297,37.75776807,2.518656706,7.661156336,0.274390998
-122.1852869,37.73084665,4.200000037,10.84617984,0.332951471
-122.185283,37.73331589,6.034482543,9.015999794,0.35026348
-122.1852639,37.75438189,2.025252543,7.392250061,0.336587191
-122.1852546,37.73847384,2.806122434,5.99500579,0.31073463
-122.1852293,37.73490139,1.476984172,7.798126685,0.205966728
-122.1852219,37.75212329,2.182662544,6.024200058,0.305208173
-122.1852217,37.73165868,5.037037173,9.288364834,0.353478105
-122.1852167,37.72883232,12.85714257,13.27911705,0.55351314
-122.1852152,37.73255895,3.250000067,7.760333954,0.332478594
-122.185208,37.75125766,4.06250012,12.07262713,0.622243021
-122.1851993,37.7534539,3.679653666,5.850488717,0.373724145
-122.185197,37.75948361,4.250000099,7.685874016,0.153899177
-122.1851968,37.72881006,11.22727237,15.77775002,0.438966315
-122.1851744,37.7486949,8.295791595,12.23621112,0.41256067
-122.1851653,37.7302508,5.000000154,9.321590036,0.355701561
-122.1851622,37.73744861,2.250000044,7.599770916,0.383120979
-122.1851573,37.73192308,5.100000044,9.26996604,0.367090305
-122.1851565,37.73695078,4.500000039,8.383333418,0.309601228
-122.1851563,37.76044449,14.32833349,13.89796446,0.48092529
-122.1851425,37.73389008,23.5317461,13.27356499,0.999939408
-122.1851384,37.73627455,2.894444537,4.884089279,0.385430087
-122.1851343,37.73914128,2.400000021,5.571407547,0.320811268
-122.1851343,37.7582714,11.99999964,10.99852773,0.42855764
-122.1851162,37.73421254,7.28214276,9.547083298,0.373234149
-122.1851144,37.75249251,2.670588259,6.241166592,0.350170756
-122.1851115,37.7405447,4.611111139,7.522596171,0.386750762
-122.1851031,37.75560708,2.571428694,7.413888799,0.355675964
-122.1850961,37.73969989,2.093750045,8.444446063,0.590783994
-122.185096,37.74958195,6.65914804,9.649570874,0.414453943
-122.1850786,37.75326169,5.607142895,7.842269135,0.449396351
-122.1850748,37.75710822,3.52380953,7.776230733,0.29285747
-122.1850732,37.74857087,7.045161488,10.70319281,0.405026826
-122.1850725,37.74365695,7.075694716,11.54156785,0.355205721
-122.1850672,37.76066006,14.60984859,9.717631591,0.30243549
-122.1850592,37.73409676,28.38230776,14.068561,0.758178637
-122.1850591,37.72961295,4.80526316,10.45954665,0.316030244
-122.1850562,37.73530837,3.500000166,6.080786571,0.492146615
-122.1850415,37.75656545,1.545008923,7.021885395,0.120388869
-122.185039,37.75189522,2.715228753,5.91845714,0.475518483
-122.1850323,37.75793823,3.400000078,8.52918338,0.206231402
-122.185018,37.73348559,4.975000006,8.85499986,0.2275726
-122.1850053,37.73099858,5.531746055,10.50505633,0.286650056
-122.1850024,37.7386555,2.333333328,6.016879804,0.361071266
-122.1849998,37.72858954,10.31428575,14.75290965,0.629837716
-122.1849998,37.75455255,1.886454344,7.049400043,0.30089414
-122.18499,37.74846757,8.878048964,10.89613097,0.485895358
-122.1849851,37.75324374,7.892857139,8.948888779,0.329290846
-122.1849726,37.73193772,3.791666784,8.958071973,0.423398173
-122.1849709,37.73507737,2.016258077,7.482999992,0.22088615
-122.1849685,37.73604392,2.103703759,5.486365843,0.741405198
-122.1849606,37.75818843,9.615384544,10.56209007,0.332632265
-122.1849374,37.72898696,9.185185035,12.48729161,0.345472871
-122.1849311,37.7596525,2.857275327,7.255609901,0.290385394
-122.1849172,37.75139838,4.538690545,11.22547243,0.393098881
-122.1849103,37.73763055,2.720020322,7.459749997,0.416219713
-122.1849081,37.75173202,2.172268948,5.618800068,0.389825383
-122.1849043,37.73894189,2.714285727,5.742814034,0.325781285
-122.184892,37.76061505,11.20000053,13.63487671,0.306785996
-122.1848843,37.73040349,4.741379385,9.229794993,0.35173585
-122.184884,37.734066,35.85365869,15.89538095,1.055612135
-122.1848803,37.73256226,3.644444533,8.439666748,-0.058073524
-122.1848803,37.74034624,4.935185287,6.6176785,0.373703086
-122.1848577,37.75166638,4.632353043,7.377937237,0.502816603
-122.1848537,37.73438461,11.80327879,11.70108683,0.652812933
-122.184847,37.73988419,2.875000117,8.525963374,0.475034389
-122.1848424,37.75813212,8.999999613,11.3022894,0.333384933
-122.1848389,37.75577764,1.999999979,7.359041324,0.228216955
-122.1848386,37.74346049,8.217390951,11.86093945,0.44416328
-122.1848332,37.7368658,5.416666778,8.881999969,0.438387078
-122.184824,37.75263367,2.003594833,6.294464656,0.340605665
